No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
6	90	-734.30021	-710.76955	-714.81745	23.530664	4.0479025	1
6	91	-694.95783	-675.59505	-680.63227	19.362774	5.0372161	1
6	92	-567.55658	-546.58973	-551.7306	20.966851	5.1408732	1
6	93	-570.33487	-561.43532	-564.21557	8.8995484	2.7802505	1
6	94	-566.59149	-556.0385	-564.9011	10.552989	8.8626001	1
6	95	-755.69922	-719.71245	-726.07665	35.986769	6.3642022	1
6	96	-514.17252	-500.78615	-507.10043	13.386371	6.3142819	1
6	97	-676.99937	-653.27513	-658.76532	23.724243	5.4901902	1
6	98	-844.83689	-815.62552	-815.80488	29.211373	0.17935622	1
6	99	-583.95163	-571.09477	-575.04722	12.856868	3.9524488	1
