No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2
4	126	-305.2096	-305.69773	-306.01317	-0.48813634	0.31543485
4	127	-306.28395	-302.78793	-303.64553	3.4960226	0.85759335
4	128	-389.88681	-390.47099	-390.1483	-0.58418278	-0.32269462
4	129	-198.01946	-198.68999	-198.98096	-0.67053505	0.29096457
4	130	-289.25606	-289.01633	-289.68325	0.23972964	0.6669212
4	131	-144.99105	-146.17738	-146.20621	-1.1863321	0.028833345
4	132	-268.60558	-269.12264	-269.49442	-0.51705304	0.37177976
4	133	-322.31551	-322.05707	-322.63853	0.2584379	0.58146346
4	134	-408.71852	-409.24185	-409.14869	-0.52332741	-0.093161789
4	135	-358.97664	-359.08386	-359.49138	-0.10721815	0.40751775
4	136	-310.70465	-311.50504	-310.50642	-0.80038836	-0.9986222
4	137	-262.78467	-263.18437	-263.56184	-0.39970574	0.37746555
4	138	-332.53073	-332.76908	-333.26605	-0.23834617	0.49696925
4	139	-292.36375	-293.09454	-293.59812	-0.73079028	0.50358091
4	140	-275.13397	-275.50936	-276.08191	-0.37538749	0.57255252
4	141	-256.96716	-257.34239	-257.70268	-0.37523287	0.36029389
4	142	-258.39935	-258.90461	-259.27161	-0.50525972	0.36699927
4	143	-241.07425	-241.85714	-242.22796	-0.78289051	0.37082429
4	144	-329.47284	-329.95856	-330.11485	-0.48572061	0.156283
4	145	-268.60779	-267.91207	-268.68673	0.69572298	0.77466521
4	146	-358.44939	-356.56589	-357.24745	1.8835027	0.68155837
4	147	-409.3988	-407.87774	-408.60861	1.5210577	0.7308685
4	148	-381.79527	-381.51451	-381.85773	0.28075143	0.34321338
4	149	-289.38126	-288.26999	-289.20682	1.1112666	0.93683114
4	150	-364.50424	-364.83687	-365.26151	-0.33263404	0.42464092
4	151	-281.98982	-282.80375	-283.01897	-0.81392634	0.21521788
4	152	-341.64227	-342.11259	-342.62092	-0.47031943	0.50833266
4	153	-316.5532	-317.12071	-317.6303	-0.56750771	0.50959244
4	154	-295.55633	-295.52244	-296.30181	0.033895644	0.77936964
4	155	-285.82709	-286.35904	-286.68974	-0.53194091	0.33070468
4	156	-269.95924	-270.68599	-271.07339	-0.72675711	0.38740157
4	157	-263.39362	-264.12394	-264.51532	-0.73031557	0.39137945
4	158	-325.09409	-325.80215	-326.17252	-0.70805655	0.37037703
4	159	-365.12704	-364.71074	-363.78069	0.41630839	-0.93005026
4	160	-336.55445	-337.10486	-337.555	-0.55041734	0.45013156
4	161	-427.08448	-427.13944	-427.69507	-0.05495698	0.55562491
4	162	-272.11198	-272.78897	-273.32116	-0.67699485	0.53219174
4	163	-417.85634	-413.67423	-414.69651	4.1821099	1.0222795
4	164	-317.39607	-314.59265	-315.61633	2.8034206	1.0236879
4	165	-310.79821	-311.34552	-310.98173	-0.54731278	-0.36379304
4	166	-306.56852	-307.39324	-305.56914	-0.8247125	-1.8241
4	167	-361.61737	-362.38442	-362.68762	-0.76705254	0.30319731
4	168	-283.14182	-282.54308	-283.11178	0.59874281	0.56869637
4	169	-307.3616	-308.06907	-308.0424	-0.70747458	-0.026673838
4	170	-197.55935	-197.57198	-198.04958	-0.012630964	0.47760022
4	171	-169.0695	-169.86742	-170.12808	-0.79791786	0.26066725
4	172	-301.67568	-302.35498	-302.8579	-0.67930493	0.50291279
4	173	-347.37535	-345.40649	-346.25753	1.9688524	0.85103856
4	174	-242.37375	-242.53041	-242.99611	-0.15666437	0.46570089
4	175	-186.24229	-186.50744	-186.93847	-0.26515927	0.43102612
4	176	-367.14907	-367.87326	-367.93807	-0.72418731	0.064814548
4	177	-301.19942	-298.18369	-298.8959	3.0157287	0.71221123
4	178	-318.63939	-319.42844	-319.78257	-0.78904974	0.35413257
4	179	-274.57144	-275.22667	-275.59034	-0.65523113	0.36367446
4	180	-363.2518	-360.1899	-361.45844	3.0618977	1.2685409
4	181	-232.51604	-233.19539	-233.59893	-0.67935023	0.40354267
4	182	-242.68133	-242.56874	-243.15457	0.11259631	0.58583103
4	183	-289.41446	-289.75295	-290.02352	-0.33848996	0.27056539
4	184	-187.00856	-187.40116	-187.9138	-0.3925993	0.51263721
4	185	-239.35566	-239.61557	-240.28948	-0.25990623	0.67391156
4	186	-406.34442	-405.55039	-406.36153	0.79402483	0.81114424
4	187	-373.31523	-373.30387	-373.6593	0.011362929	0.35543317
4	188	-391.24339	-391.78218	-390.08242	-0.53878689	-1.6997596
4	189	-322.74299	-320.60625	-321.36709	2.1367324	0.76083674
4	190	-357.34439	-357.82778	-357.75436	-0.48339428	-0.073422606
4	191	-375.5561	-375.32111	-375.8958	0.23499493	0.57468877
4	192	-288.12155	-288.75829	-289.02186	-0.63673247	0.26357553
4	193	-226.06684	-225.97156	-226.48604	0.095281614	0.5144877
4	194	-312.68539	-310.99504	-311.93438	1.6903557	0.939339
4	195	-257.96027	-258.04803	-258.54357	-0.08775648	0.4955396
4	196	-223.6012	-223.90402	-224.60582	-0.30282467	0.70179439
4	197	-346.23684	-346.57385	-347.01921	-0.33701965	0.44535671
4	198	-279.6829	-280.24916	-280.52077	-0.5662579	0.27160636
4	199	-318.73493	-319.14599	-319.61337	-0.41106387	0.46738445
4	200	-241.37708	-242.04391	-242.65622	-0.66682824	0.61231051
4	201	-436.68848	-435.797	-436.77417	0.89147996	0.97717068
4	202	-266.24888	-266.86604	-267.20416	-0.61716524	0.33811991
4	203	-323.14137	-322.92639	-323.54753	0.21498053	0.62113592
4	204	-261.9227	-262.4713	-262.7454	-0.54859703	0.27409534
4	205	-413.46862	-413.3686	-413.93887	0.10001345	0.57026555
4	206	-463.27235	-462.27351	-463.01566	0.99883537	0.74214825
4	207	-286.95053	-287.46928	-287.9493	-0.51875295	0.48001493
4	208	-283.66428	-283.78404	-284.24785	-0.11975951	0.46380439
4	209	-354.71241	-355.39408	-355.87134	-0.68166926	0.47725562
4	210	-383.0318	-381.62682	-382.4957	1.404979	0.86888158
4	211	-432.46679	-433.0366	-433.11873	-0.56980575	0.082131079
4	212	-263.26691	-260.41697	-261.18386	2.8499467	0.76689533
4	213	-276.58829	-277.11239	-277.23153	-0.52409333	0.11914526
4	214	-267.46746	-267.54911	-268.27245	-0.081643049	0.72334777
4	215	-318.90604	-319.0143	-319.51546	-0.10825452	0.50116702
4	216	-392.34572	-392.93112	-392.98826	-0.58539669	0.057145398
4	217	-232.04823	-232.07666	-232.93144	-0.028431533	0.85478093
4	218	-279.87341	-280.48446	-280.77045	-0.61104733	0.28599287
4	219	-348.00497	-348.51997	-348.6827	-0.51500279	0.16273401
4	220	-266.37757	-262.22073	-262.86618	4.1568395	0.6454568
4	221	-330.50057	-329.3943	-329.72395	1.1062792	0.32965753
4	222	-268.9939	-269.60199	-269.95739	-0.60809394	0.35539419
4	223	-261.97769	-262.51062	-262.76459	-0.53292929	0.25397353
4	224	-290.78961	-291.08521	-291.65166	-0.29560298	0.56644384
4	225	-426.45012	-426.19782	-421.52103	0.25230118	-4.6767918
4	226	-237.28403	-237.96848	-238.52827	-0.68444941	0.55979029
4	227	-276.56426	-277.23076	-277.81192	-0.6665055	0.58116104
4	228	-339.79493	-340.23576	-340.72711	-0.44082679	0.49134547
4	229	-310.31212	-311.13206	-311.13064	-0.81994343	-0.0014213353
4	230	-235.91771	-236.64174	-237.12899	-0.72402791	0.48725423
4	231	-321.59779	-314.05565	-315.24578	7.5421357	1.1901212
4	232	-306.32778	-307.08264	-307.44168	-0.75486519	0.35903775
4	233	-266.58411	-266.52177	-266.99407	0.062335507	0.47229639
4	234	-379.95285	-378.48195	-378.80925	1.4708974	0.32730364
4	235	-259.56358	-260.23631	-260.56761	-0.6727314	0.3312956
4	236	-233.91011	-234.5192	-234.84058	-0.60909249	0.32138357
4	237	-288.72044	-289.28923	-289.55743	-0.56879539	0.26819662
4	238	-422.76579	-423.22281	-422.67271	-0.45702377	-0.55009677
4	239	-209.2695	-210.06869	-210.57939	-0.7991882	0.51070588
4	240	-413.44082	-412.52828	-413.12475	0.91253417	0.59647137
4	241	-275.75531	-276.41806	-276.80157	-0.66275017	0.38351576
4	242	-328.7844	-328.89739	-329.27951	-0.11299077	0.38212158
4	243	-373.70519	-373.82228	-374.27544	-0.11708222	0.45316195
4	244	-485.43277	-484.32005	-485.19694	1.1127224	0.87688536
4	245	-435.92037	-431.22189	-431.74458	4.6984889	0.52268962
4	246	-320.33325	-321.13347	-319.4166	-0.800224	-1.7168701
4	247	-536.75815	-535.39562	-537.29441	1.3625354	1.8987871
4	248	-220.35179	-222.39416	-221.57895	-2.0423664	-0.81521045
4	249	-239.66068	-240.15085	-240.72378	-0.49016967	0.57293433
4	250	-307.48898	-307.70386	-308.09247	-0.21487874	0.38861288
4	251	-294.72835	-295.29621	-295.49221	-0.56785904	0.19599818
4	252	-236.31175	-237.27123	-237.19863	-0.95948217	-0.072595735
4	253	-277.15275	-277.98279	-278.24289	-0.8300427	0.26010142
4	254	-198.67576	-199.09168	-199.8024	-0.4159128	0.71072045
4	255	-293.70781	-293.00043	-293.71885	0.70738166	0.71842106
4	256	-311.83238	-312.15641	-312.58886	-0.32402694	0.43245024
4	257	-239.92912	-240.34488	-240.94267	-0.41575995	0.59778807
4	258	-351.63464	-350.49351	-351.39212	1.1411311	0.89861472
4	259	-287.9298	-288.53159	-288.95714	-0.60178892	0.42555664
4	260	-240.76464	-239.56855	-240.01834	1.196088	0.4497951
4	261	-229.7327	-230.22837	-230.83933	-0.49567671	0.61095975
4	262	-410.34413	-410.74988	-408.76419	-0.40575073	-1.9856872
4	263	-309.92099	-310.39209	-310.83325	-0.47109013	0.4411694
4	264	-511.26885	-512.08309	-513.11802	-0.81423633	1.0349265
4	265	-273.48612	-273.93561	-274.41587	-0.44948704	0.48026072
4	266	-402.3507	-402.29199	-402.31084	0.058714324	0.018852296
4	267	-423.88382	-421.967	-422.67705	1.9168216	0.71004393
4	268	-305.35049	-306.02482	-305.96675	-0.67432507	-0.058065718
4	269	-291.46857	-291.22057	-291.79157	0.24800992	0.57100902
4	270	-250.55608	-250.78914	-251.19884	-0.23305538	0.40970777
4	271	-400.71214	-401.35509	-401.35392	-0.64295018	-0.0011705909
4	272	-331.68236	-331.97821	-332.10067	-0.29585294	0.12246259
4	273	-355.92701	-355.55682	-356.20913	0.37018934	0.65230212
4	274	-414.29319	-414.89879	-415.08727	-0.60559878	0.18848745
4	275	-238.15993	-238.56159	-239.19372	-0.40166086	0.63212806
4	276	-245.65085	-246.29115	-246.69181	-0.64029869	0.40065818
4	277	-379.8887	-379.82393	-380.44457	0.064771199	0.62064123
4	278	-388.86124	-387.64115	-385.8834	1.2200952	-1.7577429
4	279	-330.11197	-329.38757	-329.00961	0.72440184	-0.37795687
4	280	-287.08931	-287.71981	-287.53233	-0.63049785	-0.18748123
4	281	-466.93204	-466.47231	-464.15899	0.45972858	-2.3133225
4	282	-271.62383	-272.16417	-272.61844	-0.54033825	0.45426645
4	283	-366.43013	-366.81642	-366.49468	-0.38628281	-0.32173589
4	284	-227.05675	-227.66056	-228.21551	-0.60380325	0.55495044
4	285	-412.81653	-413.09314	-412.47685	-0.27660933	-0.61629049
4	286	-450.52027	-450.29833	-447.7669	0.22193713	-2.5314371
4	287	-176.72655	-177.37516	-177.92439	-0.64861414	0.54923117
4	288	-391.87011	-392.54637	-389.29137	-0.67625293	-3.2549992
4	289	-308.02059	-308.60157	-309.09362	-0.58098404	0.49205214
4	290	-167.29544	-168.27269	-168.95149	-0.9772488	0.67880211
4	291	-243.00222	-243.42934	-244.00179	-0.42712855	0.57244694
4	292	-415.94999	-414.47397	-413.91829	1.4760134	-0.55568467
4	293	-274.42242	-274.79922	-275.17328	-0.37679823	0.37406186
4	294	-253.93973	-254.34901	-254.84296	-0.40928221	0.49394496
4	295	-249.90557	-250.28087	-250.72546	-0.37530423	0.44458909
4	296	-470.68635	-469.54579	-469.2201	1.1405583	-0.32569084
4	297	-417.84598	-417.43302	-417.97903	0.41296392	0.54601621
4	298	-327.3373	-327.30001	-327.7769	0.037293966	0.47689093
4	299	-240.82494	-240.95926	-241.37766	-0.13431953	0.41840143
4	300	-406.67998	-404.51906	-405.38979	2.1609224	0.87073218
4	301	-273.03924	-270.19689	-271.37841	2.8423509	1.1815251
4	302	-278.9444	-279.36752	-279.13486	-0.42312176	-0.23265413
4	303	-388.27436	-388.46069	-389.06477	-0.18632859	0.60408238
4	304	-340.75043	-341.26708	-340.18915	-0.51665371	-1.0779305
4	305	-296.05923	-296.78107	-297.02069	-0.72183819	0.23961954
4	306	-345.73735	-346.52104	-346.7271	-0.7836924	0.20606434
4	307	-251.7537	-251.95922	-252.46213	-0.20551781	0.50291493
4	308	-290.80382	-291.52207	-291.97561	-0.71825428	0.45353598
4	309	-285.21801	-285.08877	-285.31799	0.12923674	0.22922104
4	310	-289.74574	-290.71643	-290.92394	-0.97069405	0.2075047
4	311	-284.23602	-284.50268	-284.89478	-0.26665884	0.39209739
4	312	-326.46317	-326.74028	-327.14868	-0.27711362	0.40839832
4	313	-423.44994	-420.28963	-421.19386	3.1603148	0.90423005
4	314	-283.49899	-283.9403	-284.51863	-0.44130961	0.57832819
4	315	-282.49822	-282.87707	-283.04176	-0.37885627	0.16468947
4	316	-241.82644	-242.4951	-242.78268	-0.66865892	0.28757934
4	317	-245.55816	-246.32218	-246.64565	-0.76401708	0.32347398
4	318	-346.50153	-347.30965	-347.6136	-0.80811544	0.30395646
4	319	-244.5676	-245.66112	-245.74855	-1.0935193	0.08742879
4	320	-276.11084	-276.86106	-277.05546	-0.75021212	0.19439942
4	321	-505.2807	-500.58895	-493.02042	4.6917471	-7.5685288
4	322	-194.21649	-196.06452	-195.40168	-1.8480296	-0.6628413
4	323	-209.30274	-208.90604	-209.44668	0.3966964	0.54064295
4	324	-300.47608	-301.26424	-298.36818	-0.78816055	-2.8960626
4	325	-196.94158	-197.49535	-198.33891	-0.55377709	0.84355176
4	326	-463.29012	-463.79653	-462.71699	-0.50640793	-1.0795347
4	327	-303.28431	-303.55667	-303.98537	-0.27236033	0.4287064
4	328	-489.42695	-487.21637	-484.37863	2.2105845	-2.8377351
4	329	-286.23462	-286.69025	-287.04078	-0.45563339	0.35052614
4	330	-284.2919	-283.76855	-284.09822	0.52335081	0.32967007
4	331	-248.67482	-248.97547	-249.50639	-0.30065137	0.53092496
4	332	-411.58496	-412.09367	-411.65783	-0.50871067	-0.43584432
4	333	-210.04364	-210.68807	-211.19967	-0.64442403	0.51159748
4	334	-344.04287	-343.95706	-344.45329	0.085809187	0.49623042
4	335	-297.98791	-298.14167	-298.56579	-0.1537598	0.42411936
4	336	-333.94391	-334.14672	-334.75568	-0.20280871	0.60896159
4	337	-242.96709	-238.37255	-239.41595	4.5945368	1.0434003
4	338	-247.44749	-247.84951	-248.28246	-0.40201336	0.43295823
4	339	-335.80685	-334.71484	-335.28695	1.0920125	0.57210783
4	340	-377.54872	-377.5821	-377.39179	-0.033376594	-0.19030972
4	341	-211.76628	-212.66039	-212.93555	-0.89411609	0.27516084
4	342	-241.72276	-241.81537	-242.39297	-0.092610516	0.57760672
4	343	-244.08789	-241.06226	-241.40068	3.0256314	0.33842049
4	344	-300.20999	-300.89467	-301.15746	-0.68468072	0.26279315
4	345	-271.48194	-272.02122	-272.34298	-0.5392852	0.32175714
4	346	-239.24756	-239.79567	-240.24385	-0.54811278	0.44817756
4	347	-333.32221	-331.4153	-332.50526	1.9069094	1.0899579
4	348	-337.98654	-335.45591	-336.10373	2.5306267	0.64782348
4	349	-288.71987	-289.51007	-289.84607	-0.79020366	0.33599566
4	350	-306.55198	-305.28025	-306.02455	1.2717279	0.74430214
4	351	-393.89406	-393.85052	-394.31343	0.043532309	0.46290225
4	352	-297.97769	-298.45769	-298.68031	-0.48000188	0.22261623
4	353	-418.31818	-414.48006	-413.38127	3.838125	-1.0987887
4	354	-267.72979	-266.99672	-267.49235	0.73307261	0.49563261
4	355	-227.13874	-227.72591	-228.18709	-0.58716791	0.46118598
4	356	-234.12051	-234.85713	-235.27114	-0.73661934	0.41400955
4	357	-209.10165	-210.51372	-210.24648	-1.4120704	-0.26724085
4	358	-359.54842	-358.75896	-359.65228	0.7894579	0.8933169
4	359	-315.92865	-316.34236	-316.77436	-0.41370387	0.43199903
4	360	-230.86235	-231.5146	-231.84459	-0.65225248	0.32999437
4	361	-290.34827	-290.8026	-290.56998	-0.4543257	-0.23261585
4	362	-289.32893	-289.74599	-290.24563	-0.41705787	0.49963733
4	363	-221.89834	-222.19341	-222.84593	-0.29506711	0.65252151
4	364	-232.99992	-233.15977	-233.33573	-0.15985507	0.17595958
4	365	-273.45652	-274.08582	-274.40086	-0.62929947	0.31504294
4	366	-279.4892	-279.95034	-280.21146	-0.46113861	0.26111587
4	367	-282.36974	-283.06096	-283.37868	-0.69122512	0.31771507
4	368	-324.116	-324.18506	-324.77593	-0.069062788	0.59086796
4	369	-327.74172	-326.36133	-327.33905	1.3803925	0.97772675
4	370	-296.43662	-297.37492	-297.65931	-0.93830394	0.28438637
4	371	-299.042	-299.86888	-300.17677	-0.82688244	0.30789057
4	372	-416.45506	-416.62331	-417.15643	-0.16824674	0.53311982
4	373	-364.76213	-365.20512	-365.84342	-0.44298489	0.63830713
4	374	-291.25844	-287.39758	-288.32878	3.8608624	0.93119529
4	375	-396.63641	-397.22257	-394.72052	-0.58615805	-2.5020417
4	376	-425.50981	-426.00595	-426.19514	-0.49614088	0.18918819
4	377	-235.24138	-236.07824	-236.93456	-0.83686906	0.8563118
4	378	-368.76764	-368.41267	-368.28743	0.35497908	-0.12524025
4	379	-224.78688	-222.4883	-223.81509	2.2985789	1.3267904
4	380	-346.81769	-347.28354	-346.37573	-0.46585251	-0.90780435
4	381	-401.90445	-401.32919	-401.40329	0.57525279	0.074094268
4	382	-279.98923	-280.34354	-280.26101	-0.35430811	-0.082526737
4	383	-197.60713	-197.6015	-198.91759	0.0056372433	1.3160951
4	384	-181.00413	-181.85964	-182.18067	-0.85550387	0.3210331
4	385	-270.62506	-271.42649	-271.54623	-0.80143703	0.11973315
4	386	-266.91071	-267.78063	-268.01414	-0.8699201	0.23351303
4	387	-211.6983	-212.25945	-212.92041	-0.56115215	0.6609653
4	388	-384.15554	-384.70259	-384.96977	-0.54704612	0.26718346
4	389	-330.2196	-330.32099	-326.70212	-0.10138962	-3.6188732
4	390	-332.54701	-332.31514	-332.88873	0.23186882	0.57358986
4	391	-451.11458	-451.37097	-448.90872	-0.25639242	-2.4622526
4	392	-350.14404	-347.35232	-348.47372	2.7917238	1.1214051
4	393	-198.1086	-198.28964	-198.9181	-0.18104024	0.62846184
4	394	-324.95892	-324.20574	-324.88646	0.75317818	0.68072585
4	395	-289.9697	-288.44398	-289.23681	1.5257189	0.79283077
4	396	-242.88725	-243.6864	-244.09308	-0.7991579	0.40667523
4	397	-335.8003	-333.78055	-334.82585	2.0197489	1.0453027
4	398	-297.03002	-296.11031	-296.86108	0.91971069	0.75077665
4	399	-355.68709	-355.44354	-355.93517	0.24354619	0.49163449
