No.	ID	n_rate	c_rate	aptHaa_3	aptOwe_3	aptRow_3	casCas_3	droNov_3	rheAme_3	rhePen_3	anoDid_3	strCam_3	aptHaa.aptOwe_3	casCas.droNov_3	rheAme.rhePen_3	aptHaa.aptRow_3	aptHaa.casCas_3	aptHaa.rheAme_3
51	3392	3.36601	0.155207	0.1173	0.11485	0.05305	0.00735	0.00425	0.0433	0.0381	0.00535	1	0.0245	0	5e-05	2e-04	0	0
51	3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	3819	2.26585	0.193983	0.50765	0.6662	0.2148	0.10855	0.0935	0.89015	0.8879	0.71085	0.1049	0.36785	0.00885	0.87475	0.01645	0.0063	0.00505
52	839	2.27547	0.20928	0.26505	0.25765	0.1537	0.9172	0.82655	0.1347	0.26275	0.00905	0.1515	0.1202	0.8119	0.00525	0.02205	0.0179	0.00305
52	1171	1.71281	0.144667	0.15645	0.151	0.0693	0.2021	0.42665	0.1753	0.0489	1	1e-04	0.03145	0.0213	0	0.0019	0.00075	0
52	1289	1.86674	0.0932281	0.9966	0.99595	0.9196	0.39795	0.26395	0.36645	0.3645	0.319	0.32295	0.9952	0.1984	0.24105	0.91025	0.1847	0.1287
52	1351	1.76149	0.198621	0.10795	0.09725	0.03305	0.0062	0.0034	0.02555	0.4817	0.99355	0.1704	0.01235	0	0	1e-04	0	0
52	1802	1.06476	0.294654	0.58645	0.5846	0.4827	0.6125	0.47915	0.74435	0.6751	0.85655	0.97395	0.4458	0.35525	0.62505	0.33435	0.29735	0.25415
52	1843	1.70086	0.115852	0.11845	0.2693	0.027	0.00665	0.00275	0.02205	0.01685	1	0.15275	0.03925	0	0	0	0	0
52	1849	2.28452	0.147465	0.02475	0.01825	9e-04	1	4e-04	0.00075	0.00175	0.01845	0.12965	0.00085	0	0	0	0	0
52	1851	1.52198	0.0764252	0.0642	0.05375	0.00745	0.9999	0	0.00355	0.00245	1	0.19895	9e-04	0	0	0	0	0
52	1864	1.92878	0.171101	0.09285	0.0934	0.0476	0.0287	0.0141	0.04625	0.04135	0.0086	0.08395	0.03005	3e-04	0.00075	0.00075	0	0
52	1871	1.06324	0.156566	0.52815	0.52245	0.438	0.57105	0.4497	0.8962	0.86065	0.42145	0.37845	0.40775	0.3235	0.85025	0.3086	0.2705	0.22805
52	1887	0.920702	0.181017	0.2592	0.4594	0.0715	0.2887	0.05825	1	1	1	0.2906	0.0918	0.00025	1	5e-05	0	0
52	1888	1.79754	0.192886	0.10015	0.0883	0.0288	0.92955	0.01045	0.07885	0.06335	0.5612	0.17525	0.0085	0.0022	0.00095	5e-04	3e-04	0
52	2030	1.81062	0.0951496	0.008	0.00525	0.02045	1	0	0.00045	9e-04	0	0	5e-05	0	0	0	0	0
52	2175	1.72116	0.105892	0.03005	0.024	0.0207	0.0077	1e-04	0.1492	0.89495	0	0	0.00025	0	0.01055	0	0	0
52	2180	1.53701	0.0919381	0.0339	0.02435	0.00275	0.9902	0	0.0084	0.00155	5e-05	0	0.0018	0	0	0	0	0
52	2220	3.38705	0.124163	0.00565	0.0325	4e-04	1	0	0	0	0	0	0	0	0	0	0	0
52	2287	2.54141	0.25079	0.10565	0.09705	0.04005	0.93035	0.03555	0.11745	0.3475	0.0056	0.0046	0.0181	0.0278	0.0606	0.0027	0.0026	0.002
52	2295	2.51635	0.184523	0.44495	0.4389	0.3185	0.73655	0.7225	1	1	0.3321	0.0039	0.27005	0.3237	1	0.15735	0.14295	0.11725
52	2752	1.84258	0.34263	0.1137	0.1127	0.0681	0.1005	0.08325	0.0752	0.06125	0.10925	0.1053	0.0439	0.02225	0.02435	0.01625	0.01275	0.0088
52	3079	3.84975	0.0884393	0.0645	0.0583	0.09895	1	5e-05	0.0065	0.00485	0	0.141	0.0102	0	0	0	0	0
52	3163	2.41134	0.237015	0.15285	0.1488	0.06815	0.01085	0.03485	1	1	0.0112	0.17455	0.0326	0	1	0	0	0
52	3373	2.98271	0.294939	0.28115	0.1663	0.1281	0.9816	0.11975	0.12685	0.12525	0.04105	0.188	0.1247	0.11755	0.119	0.1169	0.1073	0.0864
52	3875	1.38464	0.226885	0.40035	0.38485	0.65375	0.19515	0.68105	0.9402	0.91265	1	0.3934	0.1753	0.09205	0.72205	0.09615	0.0732	0.0617
52	4033	3.93112	0.236408	0.9524	0.9535	0.94585	0.24025	0.16905	0.32775	0.32605	0.0224	0.0099	0.94675	0.11825	0.181	0.94175	0.09	0.0147
52	4527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	4940	2.30211	0.221012	0.1295	0.12245	0.0631	0.67615	0.0909	0.05775	0.0481	0.0398	0.13835	0.03115	0.07135	0.00045	0.00155	0.0012	2e-04
53	251	1.88304	0.0995925	0.0225	0.018	0.0027	0.17865	0	0.00245	0.0052	0	0	4e-04	0	0	0	0	0
53	253	2.88762	0.185589	0.07055	0.1787	0.0127	0.9998	0.0108	0.26195	0.00705	0.0126	0	0.0077	0.0056	0	0	0	0
53	261	1.42008	0.113218	0.08375	0.073	0.086	0.1543	0.05155	0.01655	0.02155	1	0.1538	0.0033	0.00025	1e-04	0	0	0
53	311	2.09727	0.236322	0.2102	0.20655	0.1125	0.98865	0.8494	0.28095	0.27335	0.01055	0.20385	0.0613	0.84155	0.00605	0.00395	0.0035	0.002
53	329	3.15143	0.241363	0.0678	0.05805	0.0161	0.00295	0.00035	0.0121	0.046	1	0	0.0025	0	0	0	0	0
53	334	2.13576	0.082128	0.0321	0.0243	0.0028	1	0	0.0015	0.001	0	0.1284	5e-05	0	0	0	0	0
53	2115	3.32993	0.213641	0.061	0.20735	0.00505	0	5e-05	1	1	0	0	0.00355	0	1	0	0	0
53	2623	1.67502	0.217181	0.41195	0.3957	0.2797	0.971	1	1	1	0.3825	0.25315	0.2322	0.9293	1	0.16395	0.1571	0.1357
53	3161	2.44478	0.165393	0.699	0.9371	0.03145	0.00865	0.00065	1	1	0	0	0.66195	0	1	0	0	0
53	3180	2.78084	0.186105	0.1747	0.16855	0.1934	0.01045	0.0061	1	1	0.00425	0.18175	0.0569	0	1	0.00025	0	0
53	3236	2.28644	0.18724	0.7309	0.5754	0.2749	0.94585	0.87095	0.23135	0.22095	0.35265	0.99975	0.43105	0.8316	0.0233	0.0641	0.0529	0.01395
53	3237	2.5058	0.167403	0.30775	0.2982	0.07915	0.89975	0.0208	1	1	0.00025	1	0.1496	0.00285	1	1e-04	0	0
53	3256	1.33428	0.150513	0.07255	0.0649	0.0169	6e-04	0.008	1	1	0.00045	0	0.0037	0	1	5e-05	0	0
53	3270	1.24894	0.126485	0.99305	0.9932	0.99885	0.9571	0.9592	1	1	5e-05	0.9994	0.99185	0.95635	1	0.9863	0.9239	0.815
53	3293	3.8565	0.155028	0.3218	0.3129	0.58255	0.0301	0.1509	1	1	5e-05	1	0.14	8e-04	1	0.07265	0.00075	0.00055
53	3396	2.35672	0.325382	0.0839	0.08075	0.0213	8e-04	0.0559	0.0125	0.01045	1	0	0.01745	0	0	0.00025	0	0
53	3474	2.62515	0.264883	0.15735	0.2396	0.05165	0.0742	0.02255	1	1	0	2e-04	0.05155	0	1	0	0	0
53	3705	3.65531	0.0797391	0.1256	0.39055	0.02215	0	0	1	1	0	0	0.09715	0	1	0	0	0
53	3749	1.33682	0.203363	0.16555	0.15515	0.21785	0.00495	0.0072	0.0466	0.1025	0.98935	1	0.0278	0	0	0.00055	0	0
53	3821	2.1696	0.0820207	0.113	0.1016	0.0416	0.1541	0.0094	0.0333	0.02615	1	0.15805	0.01615	0	1e-04	0	0	0
54	2408	1.67542	0.265787	0.8191	0.82215	0.76075	0.84905	0.959	1	0.99995	0.1033	0.99995	0.7445	0.8104	0.99995	0.68165	0.64015	0.53805
54	2806	4.09951	0.314989	0.14445	0.1369	0.0658	0.0992	0.01185	0.05765	0.04925	0.00075	1	0.03535	0.00045	0.00025	0.00025	0	0
54	3067	0.962051	0.136735	0.73935	0.62695	0.8516	0.2239	0.9184	0.76755	0.9735	1	0.98475	0.43785	0.128	0.59955	0.20535	0.1122	0.09265
54	3446	3.48132	0.234333	1	1	1	0.02375	0.006	0.0352	0.0309	0.1709	0.00035	1	5e-05	0	1	5e-05	0
54	3772	1.78448	0.20741	0.36695	0.36355	0.29035	0.43745	0.30825	0.1794	0.17825	0.19895	0.1605	0.2772	0.2574	0.0429	0.19805	0.13035	0.0319
54	4058	1.5449	0.208257	0.999	0.9975	0.99555	0.94605	0.94105	0.99995	0.99985	0.9927	0.31065	0.99675	0.87325	0.99975	0.9938	0.84175	0.70055
54	4975	1.60506	0.223085	0.99785	0.9977	0.99995	0.1301	0.14545	0.1656	0.33945	0.94265	0.00365	0.9975	0.0043	8e-04	0.99735	0.00355	0
55	182	0.760745	0.105364	0.8821	0.9162	0.98375	0.0242	0.9805	0.0673	0.1916	1	0.00045	0.85725	0.0011	5e-05	0.84515	9e-04	0
55	345	1.19527	0.0736268	0.10425	0.0949	0.03275	0.01265	7e-04	1	1	0	0	0.0105	0	1	0	0	0
55	2083	1.54635	0.287032	0.20475	0.2009	0.12435	0.04675	0.11	0.3855	0.5985	0.0134	0.14315	0.11845	0.01835	0.35735	0.05895	0.01705	0.0142
55	3931	1.36624	0.213067	0.0744	0.14595	0.1028	0.0013	0.0016	1	1	0	0	0.00575	0	1	0	0	0
55	4363	1.31441	0.0592304	0.06055	0.0544	0.01285	0.00025	0.0014	0.0157	0.0072	1	0	0.00145	0	0	0	0	0
55	4460	2.31061	0.199847	0.36355	0.3634	0.24105	0.17955	0.2921	1	1	0.2426	1	0.17905	0.13525	1	0.0878	0.085	0.07465
55	4893	0.676548	0.14839	0.99415	0.98505	0.9533	0.95355	0.99875	0.66695	0.65745	0.98535	0.53165	0.97925	0.9218	0.1336	0.94275	0.74795	0.1109
56	1187	1.76264	0.220227	0.26975	0.1708	0.0429	0.00545	0.0122	0.153	0.0287	0.9999	0.0026	0.091	5e-05	0	4e-04	0	0
56	1255	1.45686	0.154008	0.12905	0.1239	0.14265	0.0223	0.0136	0.11615	0.09705	1	0.00035	0.04725	0	1e-04	0.02205	0	0
56	1696	4.50117	0.228414	0.0739	0.06775	0.0056	0.01795	0.0028	0.09625	0.007	0.9997	0	0.0212	0	0	0	0	0
56	1775	1.21189	0.13326	0.20195	0.18685	0.61125	0.02105	0.47295	1	1	0.5909	0.00145	0.0502	0.018	1	0.0402	0.01575	0.01435
56	1900	0.983428	0.177417	0.999	0.9945	0.9488	0.0846	0.05165	0.35055	0.1244	1	0.0038	0.99105	0	0.0018	0.91125	0	0
56	2020	0.632674	0.131764	0.66745	0.65995	0.6138	0.9982	0.9495	0.67075	0.56845	0.6314	0.754	0.59335	0.8767	0.4053	0.57235	0.5284	0.3198
56	2034	0.662452	0.0415727	0.0609	0.2412	0.00865	7e-04	0.03295	0.02585	0.01825	1	0	0.0058	0	0	0	0	0
56	2084	3.14649	0.289228	0.4894	0.32265	0.12995	0.965	1	0.23425	0.0903	0.48845	5e-04	0.18835	0.965	1e-04	0.01985	0.01695	5e-05
56	2194	1.78958	0.145631	0.1246	0.26865	0.03105	0.0022	0.98045	0.0674	0.05665	0.55565	0.00055	0.03415	0.00025	0	0	0	0
56	2255	0.706845	0.12263	0.1091	0.1021	0.0166	0.0437	0.0295	0.0275	0.20555	1	0	0.0413	0	0	0	0	0
56	2357	2.14679	0.220162	0.4446	0.44735	0.33725	0.05855	0.03655	0.0646	0.1944	1	0.0028	0.33465	7e-04	1e-04	0.193	0.00025	0
57	821	3.74226	0.199929	0.13065	0.1261	0.2688	0.0074	0.00495	1	1	2e-04	0.00065	0.0202	0	1	5e-05	0	0
57	840	3.71744	0.17723	0.1411	0.13415	0.0641	0.0111	0.0066	0.99975	0.99975	0.00095	0	0.02795	5e-05	0.99975	0	0	0
57	2326	2.71109	0.237828	0.99915	0.9991	0.9991	0.32085	0.4708	0.42205	0.58765	0.49835	0.2496	0.9991	0.24795	0.2961	0.99905	0.2393	0.18635
57	2414	1.66063	0.152871	0.09475	0.09045	0.0444	0.013	0.00745	0.4165	0.31845	6e-04	0.00065	0.02255	5e-05	0.30705	4e-04	0	0
57	2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
