No.	ID	n_rate	c_rate	aptHaa_3	aptOwe_3	aptRow_3	casCas_3	droNov_3	rheAme_3	rhePen_3	anoDid_3	strCam_3	aptHaa.aptOwe_3	casCas.droNov_3	rheAme.rhePen_3	aptHaa.aptRow_3	aptHaa.casCas_3	aptHaa.rheAme_3
29	318	3.62674	0.188955	1	1	1	0.7146	0.58345	0.6486	0.64725	0.37415	0.00905	1	0.3768	0.5101	1	0.3641	0.26135
29	319	3.92544	0.141053	1	1	1	0.0109	0.0589	0.39185	0.3945	0.23205	1e-04	1	5e-04	0.2347	1	5e-04	4e-04
29	320	3.58286	0.163825	1	1	1	0.0013	3e-04	0.4871	0.4911	1	0	1	0	0.2993	1	0	0
29	323	5.84439	0.178911	1	1	1	0.3019	0.31225	1	1	0.0048	0	1	0.0584	1	1	0.0573	0.04955
29	415	2.13511	0.112554	0.5669	0.28975	0.0313	0.00075	0.00475	1	1	1e-04	0	0.22285	0	1	0	0	0
29	454	1.08185	0.177416	1	1	0.9999	0.8243	0.99935	0.18695	0.16975	1	0.022	1	0.8057	0.0219	0.99935	0.67255	0.01765
29	593	1.00921	0.109739	0.8634	0.86075	0.85375	1	1	0.8198	0.78525	0.4308	0.00025	0.84885	1	0.7782	0.8443	0.83745	0.71165
29	634	2.55222	0.176027	1	1	1	1	1	1	1	0.6033	0.4368	1	1	1	1	0.99295	0.912
29	790	3.62651	0.161231	1	1	1	1	1	0.065	0.0551	0.25855	0	1	1	0	1	0.98475	0
29	890	1.24239	0.134001	0.3162	0.16095	0.04925	0.0228	0.04855	0.0366	0.3448	1	5e-05	0.07265	0.00515	0	0.00655	0.00225	0
29	907	2.41796	0.160748	0.11245	0.1047	0.0354	1	1	0.02655	0.0188	0.41745	0	0.00845	1	0	0	0	0
29	908	1.18179	0.070827	0.1226	0.10795	0.0466	1	1	0.1575	0.03055	0.0027	0	0.01565	1	0	0	0	0
29	1368	3.74285	0.11162	0.1008	0.08255	0.01065	0.98625	0.888	1	1	0	0	4e-04	0.00645	1	0	0	0
29	1371	2.08904	0.187076	0.30545	0.29875	0.38215	1	1	1	1	0.0016	0.013	0.09275	1	1	0.02115	0.0208	0.01855
29	1474	1.2181	0.0901806	0.1387	0.13255	0.061	0.06875	0.00765	1	1	7e-04	0.0137	0.02865	2e-04	1	1e-04	5e-05	0
29	1483	1.16914	0.100099	0.30505	0.1692	0.17225	0.05055	0.01195	1	1	1e-04	0	0.06595	0	1	0	0	0
29	1512	2.53372	0.160732	1	1	1	0.33635	0.9281	0.69735	0.69405	0.937	0.036	1	0.2919	0.5273	1	0.2834	0.21625
29	1513	2.81347	0.149576	1	1	1	0.9998	0.9998	0.94975	0.95035	0.9796	0.29235	1	0.9998	0.91075	1	0.9854	0.807
29	1552	5.81127	0.153489	0.58645	0.58375	0.4101	0.00515	0.0031	1	1	0	0	0.5249	0	1	0.03155	0	0
29	1940	1.663	0.12124	0.34415	0.33435	0.23175	1	1	0.6021	0.7019	0.00705	0.023	0.1919	1	0.56875	0.11655	0.11395	0.09505
29	1956	3.02526	0.262962	1	1	1	0.0537	0.0375	0.99985	0.99985	0.3107	0.0076	1	0.0026	0.99985	1	0.0025	0.0021
29	2096	4.63922	0.173714	1	1	1	0.0594	0.41405	0.02715	0.13	0.00025	0	1	0.0012	0.001	1	0.00045	0
29	2734	1.82427	0.213087	0.1802	0.17925	0.10305	0.07055	0.0648	0.21655	0.21595	0.07175	0.03005	0.09125	0.0181	0.1047	0.02115	0.0129	0.00955
29	2766	1.76189	0.244225	0.86715	0.86825	0.8404	0.98855	0.97005	0.49285	0.7371	0.8161	0.20825	0.8308	0.95015	0.25925	0.8025	0.6759	0.20955
29	2970	5.19978	0.224761	0.27185	0.2674	0.12205	1	1	0.53215	0.5386	0.3356	0.9998	0.0584	1	0.3376	0.00105	0.001	9e-04
29	2971	3.35111	0.13449	0.5488	0.53765	0.42415	1	1	0.6694	0.6706	0.46105	0.9978	0.37515	1	0.5132	0.2878	0.2812	0.2303
29	3012	2.0854	0.13045	0.22345	0.20735	0.08625	0.92885	0.98405	1	1	0.19645	0	0.0363	0.9125	1	0	0	0
29	3648	2.50789	0.187083	0.9649	0.9645	0.95805	0.30175	0.36	1	1	0.04855	0.9909	0.9549	0.14895	1	0.9479	0.14375	0.1205
29	3682	2.12638	0.21935	0.54775	0.53805	0.42615	0.50515	0.9377	1	0.99995	0.09145	1	0.375	0.47245	0.99995	0.27955	0.26235	0.22305
29	4681	0.685782	0.112996	0.9885	0.989	0.9933	0.98455	0.9831	1	1	0.11145	0.89015	0.98365	0.98245	1	0.9746	0.93035	0.78135
29	4973	1.08185	0.0806064	0.1031	0.09495	0.019	0.00055	0.0012	0.0158	0.0913	1	0	0.03045	0	0	0	0	0
30	97	2.28074	0.242964	0.15825	0.1506	0.06585	0.0086	0.00415	1	1	0.58895	0	0.0316	0	1	0	0	0
30	198	4.8109	0.178843	0.07265	0.0596	0.01245	0.00035	0.0138	1	1	0	0	0.00185	0	1	0	0	0
30	1187	2.30213	0.16167	0.09255	0.0814	0.03155	0.16985	0.0262	0.0595	0.8434	5e-05	0.0158	0.0175	0.00805	0.01995	0.0056	0.00445	0.0034
30	1887	4.10074	0.128179	0.33945	0.3398	0.10115	0.0042	0.00225	1	1	0.19545	0	0.1984	0	1	1e-04	0	0
30	2581	3.73551	0.254069	0.17715	0.1697	0.2829	0.37205	0.01245	0.071	0.06465	0.01825	1	0.04595	0.00025	0	0.0012	0	0
30	2852	2.90727	0.205529	0.2107	0.20605	0.12645	0.848	0.8486	0.0978	0.08745	0.0084	0.007	0.09535	0.8437	0.0094	0.04435	0.03855	0.006
30	2925	4.74284	0.267714	0.1056	0.0937	0.0369	0.03155	0.0025	0.1504	0.0266	1	0	0.0115	0	0	0	0	0
30	3693	0.66832	0.151917	0.81495	0.81065	0.77905	0.6353	0.72495	0.2633	0.39895	0.6431	0.9578	0.7811	0.3665	0.0677	0.7558	0.28995	0.05175
30	4324	5.55372	0.238455	0.04885	0.0418	0.06305	5e-05	0	0.00505	0.0032	0	1	9e-04	0	0	0	0	0
30	4925	1.65077	0.212778	0.3233	0.3104	0.4018	0.0602	0.0074	1	0.9999	1	0.99995	0.1108	0	0.9999	0.0022	0	0
31	620	1.699	0.208184	0.45405	0.4522	0.3058	0.2163	0.3302	0.9995	0.9995	0.0073	0.0433	0.35125	0.1589	0.9995	0.19325	0.13265	0.1115
31	702	6.95905	0.247361	0.0965143	0.178	0.0256571	0.0209143	0.000742857	0.0201714	0.0143429	0.147486	1	0.0135429	0	0	0	0	0
31	1120	2.82871	0.250558	0.1146	0.10995	0.2253	0.0201	0.00255	0.037	0.0304	0.00715	1	0.017	0	0	8e-04	0	0
31	1221	6.65049	0.173244	0.10415	0.0954	0.8845	0.0803	0.0379	0.0175	0.01345	0	1	0.00405	2e-04	0	0	0	0
31	1279	3.06617	0.252283	1	1	0.9999	0.0435	0.03485	0.1592	0.1353	0.00295	0.0049	1	0.00245	0.00115	0.9999	0.0021	1e-04
31	1991	0.663875	0.0618596	1	1	1	0.9996	0.99965	0.29575	0.2679	0.9135	0.95535	1	0.99955	0.0129	1	0.87975	0.01135
31	2032	1.5369	0.0573681	1	1	1	0.0034	5e-05	1	1	0	0	1	0	1	1	0	0
31	2222	0.891289	0.182713	1	1	1	0.18485	0.4192	0.99965	0.9995	0.7059	0.0016	1	0.03145	0.99935	1	0.02865	0.0225
31	2555	4.68126	0.0548359	0.0348	0.0283	0.00355	0	0	1	0.0074	0	0	2e-04	0	0	0	0	0
31	3102	1.84891	0.150401	0.99955	0.99945	0.99965	1	1	1	1	0.49825	2e-04	0.9992	1	1	0.99915	0.9857	0.88815
31	3145	2.335	0.202418	1	1	1	0.97185	0.99685	0.5556	0.48815	0.39585	0.08095	1	0.9692	0.2242	1	0.86735	0.19415
31	3780	1.31475	0.143887	0.0998	0.09155	0.10335	0.00945	0.02195	1	1	0	0	0.00965	0.00025	1	0	0	0
31	3793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	3990	4.80438	0.0783753	0.05145	0.0371	0.0029	0	6e-04	1	1	0.03	0	0.00015	0	1	0	0	0
31	4194	3.41506	0.278469	0.13205	0.1238	0.05035	0.039	0.5575	0.04115	0.03195	1	0.00125	0.0231	0.01305	0.00015	0.00585	0.0027	0.00015
31	4406	3.01298	0.230438	0.13215	0.12405	0.0581	0.0457	0.005	1	1	0.0097	0.1667	0.02045	0	1	0	0	0
31	4526	2.92814	0.143925	0.07425	0.06545	0.0196	0.00095	0.001	0.01635	0.0118	0	1	0.0044	0	0	0	0	0
31	4751	2.97477	0.0940614	1	1	1	0.87145	0.727	1	1	0.58775	0.58825	1	0.7076	1	1	0.69825	0.63025
32	336	1.64387	0.14221	0.5462	0.545	0.4919	0.5146	0.5781	0.2464	0.2351	0.0291	0.01395	0.4827	0.48745	0.09005	0.4381	0.343	0.0662
32	1262	1.75729	0.287691	0.1319	0.229	0.0364	0.00305	0.0018	1	1	0.02825	0	0.0362	0	1	1e-04	0	0
32	1919	1.03377	0.11364	0.1463	0.1336	0.11515	0.3067	0.005	1	1	0.0019	6e-04	0.0338	0	1	0	0	0
32	1948	2.83411	0.201404	1	1	1	0.00345	0.0067	0.14685	0.1289	0	0	1	0	2e-04	1	0	0
32	2189	2.72156	0.158063	0.0353	0.02875	0.0365	1	5e-05	0.0178	0.00115	0	0	0.00015	0	0	0	0	0
32	2227	3.92392	0.292654	0.16855	0.1678	0.0892	0.0247	0.017	1	1	0.00045	0.02165	0.0524	2e-04	1	0.00255	1e-04	1e-04
32	2541	4.2499	0.233164	0.3242	0.31665	0.174	0.269	0.23565	1	1	0.00645	0.99865	0.1212	0.006	1	0.0018	8e-04	0.00075
32	2616	1.30281	0.173788	0.20165	0.19535	0.13995	0.0107	0.02285	0.39435	0.3736	0.29945	1	0.0787	0.00135	0.06965	0.003	0.0011	9e-04
32	3148	3.88255	0.2855	0.1469	0.1423	0.06935	0.01605	0.01045	1	1	7e-04	0.0037	0.0362	0.00025	1	0.0025	0.00015	0.00015
32	3224	4.408	0.185045	0.0551	0.0481	0.3426	0.00035	0	1	1	0	0	0.00125	0	1	0	0	0
32	3225	5.61238	0.15049	0.1162	0.10685	0.0141	0.0013	0.00015	1	1	0	0	0.0537	0	1	0	0	0
32	3227	2.98895	0.150322	0.07945	0.0725	0.0635	3e-04	0.001	1	1	0	0	0.00705	0	1	0	0	0
32	4792	1.94444	0.194563	0.0364	0.14175	0.00515	0.00545	0.0018	0.012	0.0068	8e-04	0.00115	0.0095	0	0	0	0	0
32	4877	2.69046	0.0867658	0.1931	0.18775	0.09765	0.02995	0.02	1	1	0.00145	0.17835	0.0614	2e-04	1	0.00045	0	0
33	337	1.9525	0.169838	0.44385	0.43935	0.387	0.41205	0.30135	0.27975	0.27925	0.022	7e-04	0.39735	0.2705	0.1551	0.3564	0.1854	0.00935
33	391	1.33397	0.0579665	0.0857	0.0757	0.02705	0.00205	0.00085	0.02135	0.12545	1	0	0.0074	0	0	0	0	0
33	2266	3.13762	0.196325	0.1095	0.10485	0.0424	0.00365	0.07145	1	1	0	1e-04	0.01245	0	1	0	0	0
33	2930	1.03287	0.210517	0.88795	0.8865	0.915	0.8239	0.70435	1	1	0.0154	0.0013	0.8677	0.61985	1	0.8595	0.5937	0.50195
33	3705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	3735	3.32033	0.0750954	0.99985	0.99985	0.99985	0.99985	0.99985	0.7414	0.74155	0	0	0.99985	0.99985	0.561	0.99985	0.78285	0
33	3744	2.22726	0.172622	0.99915	0.9992	0.9989	1	0.9999	1	1	0.5537	0.2318	0.9988	0.9998	1	0.998	0.98405	0.9145
33	4060	3.2011	0.113391	0.1043	0.0925	0.03525	0.0044	0.00175	1	1	0	0	0.0116	0	1	0	0	0
33	4624	3.80608	0.184127	0.1836	0.1755	0.0892	0.0176	0.0921	1	1	0.47625	0.0027	0.0445	5e-05	1	0	0	0
34	1131	1.75159	0.121505	0.1049	0.1718	0.08515	0.0803	0.13545	0.0932	0.0066	0.0026	0	0.0842	0.00965	0	0.0677	0.00575	0
34	1187	1.55785	0.0774148	0.3883	0.3863	0.06735	0.0734	0.0445	1	1	5e-05	0.00135	0.31805	0.02325	1	0.0103	0.0089	0.0075
34	1816	2.676	0.183508	0.1118	0.09985	0.18295	0.0024	0.05755	1	1	0	5e-05	0.01115	0	1	0	0	0
34	1920	2.4958	0.0436407	0.94625	0.94035	0.03045	0.00105	1e-04	1	1	0	0	0.79655	0	1	5e-05	0	0
34	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	3380	2.46912	0.234895	1	1	1	0.4945	0.54075	0.2286	0.3295	0.0177	1	1	0.47705	0.008	0.99995	0.4181	0.00685
34	4829	2.36505	0.223649	0.28385	0.2812	0.38625	0.6399	0.76125	0.1307	0.1279	0.03185	0.00905	0.15925	0.59045	0.008	0.07365	0.0545	0.00535
35	512	5.53851	0.070343	0.07245	0.0613	0.0167	1	0.00025	0.0142	0.01025	0	0	0.00385	0	0	0	0	0
35	607	1.732	0.162233	0.1459	0.13855	0.06985	1	1	0.12365	0.03485	0.17655	2e-04	0.0431	1	0.00015	0.0272	0.02395	1e-04
35	763	2.81995	0.152661	0.9458	0.9458	0.9407	0.9494	0.9426	0.93295	0.9333	0	0	0.94045	0.86215	0.93235	0.93865	0.7596	0
35	1171	3.60147	0.149386	0.49875	0.4859	0.3439	0.94605	0.9809	0.9784	0.97865	0.31015	0.08145	0.28915	0.9294	0.97735	0.1751	0.1666	0.12095
35	2061	2.77884	0.191147	0.3318	0.31955	0.17555	0.5264	0.0664	1	1	0.49455	0.52685	0.122	0.01475	1	0.00205	0.00165	0.00135
35	2269	0.886713	0.0904248	0.6113	0.45515	0.2109	1	1	0.99455	0.99995	1	0.00285	0.2409	0.99955	0.99385	0.0196	0.01875	0.0146
35	2274	3.83705	0.06655	0.6959	0.21455	0.4014	1	1	0.0021	0.0021	8e-04	0	0.0328	1	0.0021	0	0	0
35	2291	1.42349	0.107085	0.1885	0.1791	0.08585	0.5347	0.9455	0.35	0.35635	0.00055	0.20595	0.04875	0.43575	0.21065	0.0016	0.00125	5e-04
35	3002	1.40461	0.283536	0.8868	0.94885	0.89475	0.8788	0.9983	0.22225	0.6159	0.15995	0.99995	0.8547	0.8516	0.02215	0.77095	0.58865	0.01835
35	3409	4.90146	0.146873	0.0161	0.12845	4e-04	0	0	1	3e-04	0	0	0.00025	0	0	0	0	0
35	3911	4.72365	0.165108	0.14675	0.14315	0.06745	0.017	0.0837	0.99945	0.99945	5e-05	0	0.03135	2e-04	0.99945	5e-05	0	0
35	4067	4.54184	0.173376	0.2098	0.205	0.10095	0.0513	0.6474	1	1	8e-04	9e-04	0.06115	0.0152	1	0.0031	0.00185	0.0017
35	4099	3.29693	0.226588	0.35295	0.3456	0.20305	0.8166	0.8351	1	1	0.003	0.30375	0.15365	0.8108	1	0.0282	0.02755	0.02325
35	4114	1.47013	0.189997	0.93185	0.95785	0.89485	0.92985	0.90715	1	1	0.62525	0.61605	0.9142	0.9023	1	0.8667	0.83105	0.7253
35	4127	2.80629	0.101629	0.2088	0.20595	0.101	0.0374	0.1787	1	1	0.00015	0.193	0.0664	5e-04	1	3e-04	5e-05	0
35	4542	2.23257	0.0909879	0.29055	0.2871	0.99545	0.35335	0.2716	0.0894	0.20265	0.21925	0.0901	0.2276	0.0983	0.0088	0.219	0.0759	0.0066
35	4557	5.60684	0.153736	0.148	0.13765	0.2091	1	1	0.6106	0.01975	0.19765	0	0.01095	1	0	0	0	0
35	4579	1.7629	0.141499	0.1224	0.11325	0.0479	1	1	0.0369	0.03215	5e-04	5e-05	0.0185	1	0	5e-05	5e-05	0
35	4621	0.964616	0.0375951	1	1	1	0.18325	0.3564	1	1	0.00065	0	1	0.1717	1	1	0.167	0.1405
35	4683	1.52994	0.175612	1	1	1	1	1	1	1	0.9831	0.99735	1	1	1	1	0.98815	0.9066
35	4699	0.65177	0.0715642	0.311	0.56265	0.09675	0.32545	0.91255	0.99645	1	0.37105	0.00075	0.1416	0.14165	0.9931	0.00015	1e-04	1e-04
35	4749	2.9745	0.254464	1	1	1	0.03885	0.00635	0.04725	0.041	0.0184	0	1	0.00065	2e-04	1	5e-04	0
36	319	2.77096	0.180626	0.9977	0.99775	0.9976	0.9957	0.99785	0.8969	0.8978	0.4565	0.00235	0.9976	0.9947	0.84435	0.9976	0.9668	0.72515
36	819	4.13844	0.187108	0.16485	0.16115	0.08275	0.0256	0.01685	1	1	0.002	0.00085	0.0475	1e-04	1	3e-04	5e-05	0
36	990	0.836602	0.0931351	1	1	1	0.01765	0.01475	1	1	1e-04	0.0389	1	0	1	1	0	0
36	1053	4.70475	0.192029	0.95025	0.9492	0.9358	0.99945	0.99945	0.9331	0.9321	0.69245	0.99095	0.9309	0.9993	0.88555	0.9211	0.90345	0.75955
36	1688	4.14384	0.125328	1	1	1	1	1	0.09955	0.08565	0.27435	0.0259	1	1	0.00015	1	0.9963	0.00015
36	1745	0.827816	0.0582267	0.33845	0.1498	0.04105	0.00265	0.0016	1	1	0	0	0.0615	0	1	0	0	0
36	1759	3.25711	0.231577	1	1	1	1	1	1	1	0.50185	0.0072	1	1	1	1	0.99	0.89925
36	1787	3.41475	0.109023	0.6228	0.62085	0.95475	1	1	1	1	0.51095	0.405	0.44825	1	1	0.35405	0.34995	0.3168
36	2247	3.59579	0.235394	0.1653	0.1556	0.0778	0.12235	0.04575	1	1	2e-04	0.00025	0.0435	4e-04	1	0.00015	5e-05	5e-05
36	2395	0.838216	0.129306	1	1	0.99995	0.9996	0.99945	1	1	0.30615	0.0041	1	0.9993	1	0.99995	0.9737	0.8358
36	2581	1.49679	0.15319	0.3277	0.62865	0.32255	0.534	0.0453	0.08545	0.02555	0.00095	0.00015	0.2747	0.02455	0	0.1229	0.01665	0
36	3205	2.65454	0.248286	1	1	1	0.0994	0.01885	0.20135	0.07855	0.0302	0.00055	1	0.00305	2e-04	1	0.0028	0
36	3379	1.25795	0.0929047	0.2024	0.1912	0.0948	0.08615	0.00995	1	1	0	0.99985	0.03605	0	1	0	0	0
36	3801	3.88029	0.153344	0.0432	0.03305	0.00365	0.04505	0.0018	1	1	0	0	1e-04	0	1	0	0	0
36	3839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	4316	4.64603	0.206976	0.0618	0.229	0.0344	1	0.0363	0.0066	0.00485	3e-04	2e-04	0.0102	0.035	0	3e-04	3e-04	0
36	4851	1.4174	0.111713	0.0776	0.07195	0.01845	0.014	2e-04	0.0765	0.05985	1	1e-04	0.01065	0	0.0013	0	0	0
37	450	1.02321	0.0622439	0.41555	0.40865	0.24045	0.9937	0.99315	1	1	0.05745	1	0.16545	0.99245	1	0.0428	0.0412	0.0353
37	1169	3.50504	0.23486	1	1	1	0.03875	0.62555	1	1	0.00015	0.99435	1	0.0117	1	1	0.01155	0.0101
37	1394	2.84769	0.16876	0.10505	0.0992	0.03245	0.01185	0.00635	1	1	0	0	0.0085	0	1	5e-05	0	0
37	1941	1.6752	0.124712	0.32785	0.32575	0.25255	0.3763	0.1982	0.2304	0.23	0.0432	0.11865	0.23805	0.14065	0.14885	0.16105	0.112	0.07925
37	2319	1.94207	0.222677	0.2993	0.2988	0.18215	0.22005	0.29515	0.0979	0.0904	0.00965	0.00015	0.1642	0.13535	0.027	0.0568	0.0267	0.0018
37	2639	5.82188	0.0474086	0.09675	0.0869	0.01895	1	1	0.0141	0.0091	2e-04	0	0.0045	1	0	0	0	0
37	2640	4.45184	0.0953958	0.5123	0.5333	0.0278	1	1	0.02005	0.01595	0	0	0.15055	1	0	0.00015	1e-04	0
37	2656	8.27551	0.0950527	0.9333	0.93485	0.9045	0.90145	0.9038	1	1	0	0	0.9004	0.8384	1	0.83485	0.6705	0
37	2666	2.90189	0.117116	0.99805	0.9981	5e-05	1	1	0	0	0	0	0.998	1	0	0	0	0
37	2668	2.57163	0.0950644	0.3409	0.3478	0.1806	1	1	0.0197	0.01035	0.2013	0	0.1981	1	0	0	0	0
37	2676	2.71544	0.114023	0.651	0.8515	0.4731	1	1	0.069	0.0578	0.2791	0	0.5884	1	0	0.02065	0.0165	0
37	2733	0.672095	0.0996817	0.77875	0.77665	0.0591	0.03375	0.04165	0.04985	0.09995	0.84595	0.3657	0.7113	0	0	0.00065	0	0
37	3025	0.96402	0.218244	1	1	1	0.9975	0.9975	0.9492	0.95015	0.0445	0.1983	1	0.99725	0.92445	1	0.97535	0.78
37	3542	1.12453	0.185391	0.2815	0.2675	0.1237	0.22765	0.86075	0.9986	0.99835	1	0.023	0.06855	0.1043	0.99825	0.00265	0.0022	0.00175
37	3596	3.58502	0.15327	0.61095	0.60745	0.50245	1	1	0.99955	0.99955	0.1628	0.0033	0.45985	1	0.99955	0.39605	0.3759	0.1469
37	3640	1.51706	0.101739	0.9082	0.9077	0.8886	0.9925	0.99995	1	1	0.0213	0.0019	0.8808	0.9768	1	0.86605	0.84545	0.74915
37	3641	1.56473	0.134807	0.99975	0.9998	0.9996	0.9982	0.9997	1	1	0.01745	0.01305	0.9996	0.9902	1	0.9996	0.96025	0.85335
37	4173	2.45342	0.132327	1	1	1	0.9884	0.98015	1	1	0.77595	0.0103	1	0.97825	0.99995	1	0.97005	0.8916
37	4174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	4930	1.60273	0.189426	0.63985	0.6327	0.82495	1	1	0.8193	0.76535	0.408	0.01355	0.5321	1	0.7494	0.4953	0.49025	0.43875
37	4964	1.8031	0.0920772	0.25955	0.25905	0.1874	0.22785	0.22665	0.1116	0.10405	0.0436	0.01885	0.1735	0.16985	0.0032	0.09985	0.0624	0.00215
38	405	6.15265	0.180043	0.06785	0.05635	0.0114	1	1	0.0073	0.0037	0.15905	0.1619	8e-04	1	0	0	0	0
38	436	3.33858	0.267264	0.1065	0.0953	0.04055	0.0046	0.0027	0.12605	0.03485	1	0.00135	0.01365	0	0.0027	0	0	0
38	454	2.71985	0.101077	0.7105	0.70115	0.6349	1	1	0.7694	0.76895	0.54965	1	0.59935	1	0.6531	0.5407	0.5226	0.4213
38	1028	2.61414	0.16659	0.151	0.14255	0.0697	0.21745	0.0337	0.06335	0.054	5e-05	1	0.0333	0.00015	0	0	0	0
38	1249	1.07138	0.152882	0.99715	0.99735	0.99945	0.1942	0.1836	0.9953	0.99925	0.0582	0.0795	0.9966	0.16245	0.9947	0.9964	0.15635	0.13105
38	1432	5.32617	0.136043	0.05785	0.0454	0.00705	1	1	0.0048	0.00335	0.154	0	3e-04	1	0	0	0	0
38	1481	0.962797	0.0890046	0.35915	0.3572	0.2124	0.9671	0.96825	1	1	0.19475	0.01425	0.15445	0.9171	1	0.02925	0.0279	0.0227
38	1543	3.32662	0.186978	1	1	0.0017	5e-05	0	0.00205	0.1067	0	0	1	0	0	0	0	0
38	1821	3.17885	0.158698	0.20215	0.3717	0.17605	0.12135	1	0.106	0.10515	0.1147	0.0567	0.15545	0.1171	0.09755	0.1076	0.10215	0.07865
38	2166	3.54359	0.0720511	0.02425	0.015	0.00625	0.00395	6e-04	1	1	0	0	2e-04	0	1	0	0	0
38	2232	2.33665	0.114261	0.1253	0.11935	0.05715	0.01225	0.0612	0.049	0.0449	0.0098	1	0.023	1e-04	5e-04	1e-04	0	0
38	2394	1.99138	0.148402	0.83685	0.83695	0.805	0.79875	0.80305	0.75385	0.7524	0.5043	0.496	0.80225	0.75005	0.67205	0.7531	0.66835	0.5005
38	2939	0.987404	0.108238	0.7154	0.7405	0.3669	0.0174	0.365	1	1	0.06865	1	0.5304	1e-04	1	0.0301	1e-04	1e-04
38	2949	2.41379	0.245347	0.2324	0.22975	0.134	0.07245	0.06285	0.9896	0.9894	0.02585	0.0081	0.1034	0.01285	0.98865	0.0155	0.00905	0.00775
38	2966	0.960331	0.160195	0.43055	0.42205	0.6371	0.019	0.01095	1	1	0.99845	0.1076	0.2974	2e-04	1	0.209	2e-04	0.00015
38	3059	2.71749	0.0911601	0.1724	0.1612	0.52715	0.0024	0.00105	1	1	0	0	0.068	0	1	1e-04	0	0
38	3687	1.05251	0.161694	0.9855	0.98465	0.98215	0.3023	0.38305	0.8099	0.80915	0.3993	1	0.9827	0.24695	0.7809	0.9807	0.24085	0.20995
38	4523	1.03255	0.151631	0.53305	0.53565	0.6072	0.1365	0.09915	0.9997	1	0.03695	0.99935	0.4146	0.00455	0.99965	0.36645	0.0042	0.00325
39	283	6.64084	0.156515	0.00075	4e-04	0	0	0	0	1	0	0	0	0	0	0	0	0
39	351	1.10927	0.145119	0.51665	0.50585	0.87185	0.09465	0.3731	0.9751	0.9579	1	0.76235	0.3219	0.03395	0.95375	0.2244	0.03155	0.02735
39	912	1.99543	0.384539	0.29655	0.2943	0.1954	0.2153	0.2802	0.90135	0.92795	0.079	0.0564	0.1654	0.16865	0.89275	0.0711	0.0655	0.05455
39	994	2.31576	0.0957136	0.8943	0.8902	0.87135	1	0.9997	1	1	0.00755	0.0023	0.85975	0.99965	1	0.84365	0.81915	0.71925
39	1169	0.629028	0.161738	0.9662	0.96555	0.97065	0.9391	0.9093	0.98205	0.95965	1	0.7696	0.9573	0.86185	0.9233	0.95275	0.82105	0.66515
39	1180	7.34361	0.119773	0.03795	0.0017	0.00255	0	0	0	1	0	0	0	0	0	0	0	0
39	1191	1.95957	0.145059	0.0225	0.0807	0.00295	0.00035	0	0.00105	0.00475	0	5e-05	0.0044	0	0	0	0	0
39	1452	1.94867	0.11299	0.0198	0.0157	0.0176	0.00045	0.0061	0.00255	0.00915	0	0	3e-04	0	0	0	0	0
39	2281	3.52964	0.180579	0.18905	0.18265	0.09435	0.99985	0.99995	0.08615	0.0794	0.00235	3e-04	0.05965	0.99985	5e-05	0.0033	0.003	0
39	2362	2.62191	0.269441	0.0919	0.08115	0.0297	0.0348	0.00195	0.02335	0.0197	1	0.00025	0.00785	0	0	0	0	0
39	3102	1.03424	0.103782	0.9177	0.91945	0.9113	0.92195	0.9215	1	1	0.04395	0.0586	0.90755	0.9209	1	0.90325	0.87245	0.7381
39	3364	1.61795	0.116054	0.9835	0.9267	0.8991	0.00865	0.017	1	1	5e-05	0.0069	0.9184	4e-04	1	0.89415	4e-04	4e-04
39	3366	1.96895	0.103649	0.7456	0.68595	0.32865	0.0146	0.0503	0.3155	0.31205	3e-04	0.184	0.63965	0.00415	0.1832	0.19505	0.00355	0.00215
39	3735	1.61645	0.113253	0.9925	0.9924	0.99695	1	1	1	1	1	1	0.98625	1	1	0.9826	0.9495	0.7988
39	3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	4129	4.29724	0.177105	0.048	0.03965	0.00755	5e-05	2e-04	0.0041	0.0034	1	0	0.00065	0	0	0	0	0
39	4508	2.3014	0.059725	0.754	0.72315	0.52585	0.59095	0.4387	0.6595	0.66045	0.3376	0.1311	0.65645	0.40515	0.6487	0.4429	0.3704	0.2842
39	4599	3.56008	0.123645	0.03995	0.03445	0.0049	8e-04	0.0015	0.00565	1	5e-05	1e-04	0.00085	0	0.0018	0	0	0
39	4652	5.72661	0.117814	0.1172	0.10955	0.04495	0.0786	0.00315	0.99945	0.99945	0	0.00155	0.0198	0	0.99945	5e-05	0	0
40	266	2.18049	0.116555	0.0742	0.06965	0.1258	0.00455	0.00045	1	1	0	5e-05	0.00275	0	1	0	0	0
40	275	1.61817	0.205126	0.1649	0.15045	0.2114	0.02975	0.01645	1	1	0.70285	0	0.02425	0	1	0.0015	0	0
40	549	1.21997	0.0739303	1	1	1	0.00125	0.00225	0.01975	0.017	0.03495	0	1	0	0	1	0	0
