chr	No.	triMan1_3	lepWed1_3	odoRosDiv1_3	orcOrc1_3	turTru2_3	odoRosDiv1.lepWed1_3	turTru2.orcOrc1_3
17	24	0	0.00166667	0.000833333	0.991667	0.417833	0	0
17	26	0.956167	0.244	0.437667	0.9095	0.8415	0.0791667	0.5605
17	27	0	1	0	1	1	0	1
17	28	0.0226667	0.395833	0.753167	0.9945	0.9965	0.178333	0.993833
17	29	0.0291667	0.356833	0.187833	1	1	0.0826667	1
17	31	0	0.002	1	0.271	0.127167	0.001	0
17	32	0.00116667	0.0085	0.0075	0.947667	0.994167	0	0.0221667
17	34	0.0123333	0.0573333	0.046	0.999167	0.999	0.0015	0.999
17	35	0.957	0.776167	0.398333	0.499167	0.850833	0.236	0.192333
17	36	0.023	0.1415	0.113333	0.953333	0.965333	0.00466667	0.950667
17	39	0	0	0	0.1755	1	0	0
17	41	0.000833333	0.00733333	0.0145	0.0545	1	0.00233333	0.0215
17	42	0.4095	0.290333	0.136333	0.991333	0.982333	0.0403333	0.9675
17	43	0.008	0.775833	0.596333	0.999833	1	0.148833	0.999833
17	45	0	0	0	0	1	0	0
17	46	1	0.00233333	0.0166667	0.286167	0.0836667	0	0
17	47	0.995	0.520667	0.488	0.6875	0.777667	0.302333	0.551333
17	48	0.950333	0.815	0.657667	0.998167	0.998167	0.552833	0.997667
17	49	0.9965	0.494	0.446667	0.331333	0.307333	0.198667	0.028
17	51	0.958167	0.257167	0.2365	0.988167	0.924167	0.07	0.819833
17	52	0.003	0.391	0.389167	0.993333	0.991833	0.0585	0.977167
17	53	0.78	0.405833	0.145333	1	1	0.032	1
17	54	5e-04	0.0336667	0.0275	1	1	0.000833333	1
18	1	0.0443333	0.574833	0.6305	0.989667	0.975667	0.278833	0.9675
18	2	0.00116667	0.0301667	1	0.775833	0.0495	0.0151667	0.00633333
18	3	0	0	1	0.0183333	0.013	0	0
18	5	0	0	0	0	1	0	0
18	6	0.517333	0.293167	0.530333	0.9865	0.990833	0.1245	0.983167
18	7	0.529167	0.116667	0.920667	0.9995	1	0.028	0.9985
18	8	0.0585	0.443833	0.926333	0.544167	0.975167	0.212833	0.390833
18	12	0.173333	0.0821667	0.174833	0.989667	0.989333	0.0155	0.986333
18	13	0	0	0.00683333	0.0085	1	0	0
18	14	0	0	0	0.000333333	1	0	0
18	15	0.00333333	0.900333	0.0168333	1	1	0.0035	1
18	16	0	0	0	1	0	0	0
18	17	0.000333333	5e-04	0.000166667	1	1	0	1
18	18	0.324667	0.363833	0.480333	0.9805	0.991333	0.298667	0.977333
18	19	0.976167	0.0438333	0.181	0.826333	0.509	0.00816667	0.406
18	20	0.9955	0.222667	0.2085	0.867833	0.668	0.0411667	0.544333
18	21	0	0	1	0.000833333	0.000333333	0	0
18	22	0.146	0.619	0.409167	0.6675	0.897	0.249833	0.628333
18	24	0.0035	0.6565	0.173667	1	1	0.0456667	1
18	25	0	0.0806667	0.001	0.903167	0.988833	0	0.895
18	26	0.0108333	0.018	0.00383333	0.1845	0.9345	0.000166667	0.021
18	29	0.03	0.0313333	0.074	0.7455	0.870667	0.000833333	0.537
18	31	0.0015	0.00433333	0.0055	0.677333	0.911	0	0.242833
18	32	0	0	0	0.00183333	1	0	0
18	33	0.000166667	0.00433333	1	0.0785	0.0558333	0.00316667	0.000333333
18	36	0	0.00116667	0.5385	0.0581667	0.999833	0	0.00466667
18	37	0.467	0.978667	0.997333	0.997167	0.999167	0.776667	0.9955
19	3	0.290333	0.912833	0.271833	0.670167	0.656667	0.17	0.0361667
19	4	0	0	0	0.987833	1	0	0
19	5	1	0.0885	0.148	0.590667	0.181833	0.00683333	0.000833333
19	6	0	0	0.000166667	1	0.00216667	0	0
20	0	0.846833	0.317667	0.337167	0.9135	0.8295	0.0718333	0.6675
20	4	0.002	0.028	0.106	1	1	0.00416667	1
20	7	0.1485	0.259	0.160167	0.816333	0.863667	0.0585	0.779667
20	9	0.0415	0.9735	0.8975	0.4295	0.420167	0.688833	0.18
20	10	0.003	0.136167	0.0171667	0.2895	1	0.00533333	0.0523333
20	11	0.645833	0.934	0.917167	0.8615	0.906	0.4615	0.807333
20	12	0	0.000333333	0	0.00433333	1	0	0
20	14	0.679333	0.783	0.830667	0.828833	0.5215	0.526667	0.227
20	15	0.103167	0.119333	0.0188333	1	1	0.00116667	1
20	17	0.133333	0.386333	0.1465	0.9755	0.316333	0.0725	0.151333
20	19	5e-04	0.750167	0.766833	0.625667	0.5815	0.0518333	0.000833333
21	1	0.0311667	0.620333	0.743333	0.9995	0.9975	0.336	0.996667
21	2	0.0118333	0.116667	1	0.183	0.834333	0.107333	0.003
21	6	0.0436667	0.199	0.599	0.997667	0.998	0.122667	0.997667
21	8	0.999167	0.919667	0.818167	0.442167	0.4265	0.555	0.0451667
21	12	0.9815	0.291	0.491	0.995667	0.994833	0.0988333	0.9765
